open,high,low,close,volume
0.013107,0.013107,0.013076,0.01308,216835.97
0.013081,0.013099,0.013081,0.013091,424819.92
0.013094,0.013094,0.013064,0.013073,767630.12
0.013072,0.013072,0.013058,0.013062,225699.97
0.013058,0.013063,0.013054,0.013059,343874.03
0.013053,0.013058,0.013041,0.013041,121816.16
0.013041,0.013041,0.013017,0.013033,245279.99
0.013038,0.013044,0.013025,0.013041,400835.48
0.013037,0.013056,0.013037,0.013044,1383548.41
0.013043,0.013052,0.013028,0.013044,499801.36
0.013039,0.013077,0.013035,0.013035,1474754.45
0.013032,0.013053,0.01303,0.013045,197611.22
0.013041,0.013044,0.01303,0.013038,516291.89
0.013036,0.013042,0.013026,0.013039,252619.2
0.013032,0.013066,0.013026,0.013057,406331.73
0.013055,0.013074,0.013052,0.013061,530748.66
0.013063,0.013066,0.013039,0.013041,441571.48
0.013043,0.013045,0.012994,0.012996,3875971.56
0.012997,0.013014,0.012997,0.013007,794597.87
0.013009,0.013031,0.013009,0.013011,2091833.0
0.013011,0.013012,0.012999,0.013003,55938.07
0.013001,0.013021,0.012996,0.01302,209839.15
0.013015,0.013015,0.012991,0.012994,493956.47
0.012995,0.01302,0.012995,0.013009,331044.74
0.013009,0.013009,0.012996,0.012999,234738.23
0.012997,0.013009,0.012983,0.012985,668225.68
0.012985,0.013001,0.012967,0.012981,970822.88
0.012981,0.013023,0.012981,0.013023,325537.81
0.013025,0.013125,0.013025,0.013069,5486507.05
0.013069,0.013079,0.013059,0.013071,799033.4
0.013071,0.013089,0.013056,0.013087,1192906.07
0.013087,0.013095,0.013063,0.013071,987878.22
0.013067,0.013067,0.013043,0.01305,646099.56
0.013042,0.013042,0.013025,0.01303,486574.56
0.013025,0.01305,0.013024,0.013045,83241.31
0.013049,0.013082,0.013048,0.013075,667823.33
0.013071,0.013078,0.013052,0.013054,269904.69
0.013047,0.013062,0.013039,0.013041,662294.23
0.013041,0.01305,0.013027,0.01305,683542.57
0.013045,0.013069,0.013038,0.013069,538367.4
0.013067,0.013079,0.013061,0.013064,1143054.19
0.013058,0.01308,0.013055,0.013076,313572.37
0.013071,0.013071,0.01305,0.013055,530377.94
0.013049,0.013052,0.013035,0.013035,661635.53
0.01304,0.013058,0.013016,0.013056,1096344.94
0.013057,0.013058,0.013042,0.013043,463528.58
0.013038,0.013052,0.013021,0.013052,348788.52
0.013055,0.013055,0.013031,0.013038,396803.85
0.013034,0.013056,0.013012,0.013056,652781.35
0.013047,0.013051,0.01302,0.013043,618191.08
0.013045,0.013049,0.013044,0.013045,179100.23
0.013051,0.01308,0.013046,0.01308,455238.78
0.013076,0.013107,0.01307,0.013107,952960.29
0.013111,0.013149,0.013111,0.013145,2047620.26
0.013144,0.01315,0.013133,0.013141,1999093.11
0.013143,0.013181,0.013143,0.013164,2114639.92
0.013162,0.013162,0.013128,0.013147,998134.41
0.013148,0.0132,0.013148,0.013178,1719853.67
0.013177,0.013205,0.01317,0.01317,783660.14
0.013171,0.013213,0.013161,0.013213,1354802.25
0.013215,0.013246,0.013209,0.013223,3445897.29
0.013223,0.013267,0.01321,0.013218,4109060.93
0.013211,0.01326,0.013206,0.01326,2360796.2
0.01326,0.01328,0.013238,0.013248,1728217.41
0.013248,0.01325,0.013239,0.013241,1157901.72
0.01324,0.013247,0.013218,0.013247,397228.0
0.013232,0.013232,0.013184,0.013186,2073818.57
0.013187,0.013201,0.01316,0.013164,1051642.77
0.01317,0.01317,0.013113,0.013136,3995644.53
0.013132,0.013149,0.01313,0.013136,515377.26
0.013139,0.01315,0.013116,0.01313,1904205.64
0.013126,0.01313,0.013096,0.01311,2286206.79
0.013112,0.013142,0.01311,0.013121,824639.43
0.013121,0.013137,0.013119,0.01313,734277.26
0.013125,0.01315,0.013122,0.013145,638421.36
0.013145,0.013145,0.013139,0.013145,140938.68
0.013144,0.013161,0.013136,0.013161,559541.59
0.013162,0.013171,0.013145,0.013145,463630.53
0.013142,0.013146,0.013111,0.013113,529208.14
0.013114,0.013149,0.013109,0.013149,528297.8
0.013156,0.013156,0.013109,0.01311,2374557.65
0.01311,0.013147,0.01311,0.013147,825877.16
0.013152,0.013161,0.013136,0.013144,1072961.88
0.013152,0.013157,0.013122,0.013122,791025.21
0.013124,0.013157,0.013122,0.013145,490074.01
0.013145,0.013157,0.013134,0.013138,359001.58
0.013139,0.013149,0.013134,0.013148,292267.73
0.013149,0.013179,0.013149,0.013177,698966.33
0.013187,0.013187,0.013168,0.013168,480776.77
0.013166,0.013175,0.013118,0.013118,923302.52
0.013118,0.013154,0.013118,0.013154,539093.66
0.013152,0.013169,0.013152,0.013167,288772.31
0.013175,0.013188,0.013175,0.013181,356411.77
0.013182,0.013205,0.013182,0.013205,405568.6
0.013207,0.013209,0.013184,0.013184,269333.16
0.013188,0.013193,0.013171,0.013175,738489.45
0.013185,0.0132,0.013185,0.013193,2606911.43
0.0132,0.0132,0.013178,0.013178,1070848.5
0.013178,0.013187,0.013148,0.013148,758109.2
0.013154,0.013161,0.013147,0.013161,77352.83
0.013163,0.013178,0.013158,0.013174,412132.81
0.013178,0.013187,0.013174,0.01318,264190.09
0.013185,0.013211,0.013184,0.0132,1614390.56
0.013196,0.013209,0.013196,0.013198,737073.3
0.013203,0.01323,0.01319,0.013199,4464871.34
0.013204,0.013222,0.013183,0.013215,525030.81
0.013224,0.013241,0.01321,0.013229,1452713.92
0.013222,0.013241,0.013219,0.013225,674678.58
0.013223,0.013243,0.013223,0.013229,1130147.49
0.013228,0.013249,0.013185,0.013196,1399518.62
0.013196,0.013218,0.013196,0.013207,614836.59
0.013204,0.013217,0.013195,0.013209,399511.47
0.013217,0.013229,0.01321,0.01321,536646.41
0.013202,0.013218,0.013179,0.013187,936804.28
0.013187,0.013231,0.013187,0.01322,1745696.16
0.013223,0.013228,0.0132,0.013224,309521.24
0.013225,0.013238,0.013205,0.013226,597865.52
0.013234,0.01325,0.013234,0.013243,771605.28
0.01325,0.013274,0.013213,0.013239,2114038.01
0.013227,0.01328,0.013227,0.013241,1823052.81
0.013251,0.013322,0.013251,0.013319,5889650.23
0.013319,0.013374,0.013196,0.013202,10017069.98
0.0132,0.013218,0.013177,0.013205,2593500.59
0.013205,0.013222,0.013193,0.01322,978406.27
0.013225,0.013259,0.01322,0.013226,1527805.58
0.013235,0.013235,0.013191,0.013198,1834642.09
0.013198,0.013214,0.013171,0.013199,1826806.4
0.013199,0.013262,0.013199,0.013233,751431.49
0.013249,0.013259,0.013236,0.01324,175715.19
0.013244,0.01327,0.013238,0.013253,997298.64
0.01325,0.013273,0.01324,0.013273,566520.94
0.013273,0.013289,0.013262,0.01328,511109.42
0.013275,0.013307,0.013253,0.013305,804485.1
0.013305,0.013313,0.013278,0.013287,1700004.66
0.013286,0.013322,0.01328,0.013322,1591901.17
0.013319,0.013333,0.013304,0.013325,1764456.46
0.013325,0.013328,0.013301,0.013319,1382194.09
0.013314,0.01332,0.013304,0.013319,625833.12
0.01332,0.013328,0.013313,0.013313,170288.3
0.013313,0.013314,0.013275,0.013299,1694516.76
0.013298,0.013298,0.013261,0.013269,788985.58
0.013276,0.013276,0.013256,0.013261,477415.85
0.013268,0.013268,0.013253,0.013259,287546.08
0.013264,0.013267,0.013237,0.013237,314276.26
0.013239,0.013254,0.013237,0.013254,275341.35
0.013251,0.013252,0.013219,0.013219,621108.04
0.013219,0.013219,0.013175,0.013205,1707567.38
0.013205,0.013221,0.013175,0.01322,789834.92
0.013211,0.013221,0.013194,0.013214,678962.22
0.013214,0.013222,0.013184,0.013184,545751.2
0.013182,0.013232,0.013179,0.013211,864716.28
0.013213,0.013216,0.013187,0.013187,934468.14
0.013183,0.013187,0.013179,0.013181,175871.71
0.013181,0.013208,0.013181,0.013208,342353.81
0.013208,0.013208,0.01319,0.013208,238850.06
0.013211,0.013216,0.013192,0.013203,984754.23
0.013203,0.013251,0.013203,0.013248,1298925.78
0.013248,0.013248,0.013229,0.013235,682972.58
0.013237,0.01327,0.013237,0.013263,671872.62
0.013265,0.013277,0.013262,0.013267,558245.73
0.013258,0.013258,0.013245,0.013247,17867.72
0.013247,0.013247,0.013228,0.013231,59673.4
0.013229,0.013279,0.013223,0.013278,746912.57
0.013265,0.013265,0.013238,0.013259,210561.24
0.013259,0.013259,0.013235,0.013238,542330.57
0.013244,0.013253,0.013244,0.013247,53947.73
0.013247,0.013247,0.013195,0.013209,1609691.97
0.01322,0.013228,0.013199,0.013214,253582.05
0.013218,0.013248,0.013218,0.013248,1932938.9
0.01325,0.013315,0.013249,0.013281,1420403.61
0.013277,0.013297,0.013262,0.013295,800062.57
0.013299,0.0133,0.013272,0.013279,604535.88
0.013275,0.013275,0.013238,0.013259,1514378.33
0.013268,0.013276,0.013249,0.013269,263493.33
0.013269,0.0133,0.013269,0.013297,2212995.67
0.013298,0.013298,0.013271,0.013287,239644.31
0.013292,0.01331,0.013288,0.013292,581765.66
0.013284,0.013287,0.013263,0.013267,1912624.07
0.013275,0.013275,0.013243,0.013267,641429.97
0.013263,0.013263,0.013241,0.013241,731863.01
0.01324,0.013251,0.013231,0.013235,741937.68
0.013231,0.01324,0.013217,0.013226,858712.92
0.013225,0.01324,0.0132,0.013209,650453.61
0.013206,0.013212,0.013118,0.013144,3097404.72
0.013143,0.013208,0.013133,0.013204,913198.69
0.013204,0.013232,0.013192,0.01322,398626.67
0.013214,0.01322,0.0132,0.013214,389729.09
0.01322,0.013231,0.013217,0.013221,217621.55
0.01322,0.013241,0.013212,0.013212,990029.32
0.013214,0.013232,0.013214,0.013218,371575.06
0.013232,0.013253,0.013231,0.01325,245526.99
0.013246,0.013269,0.013246,0.013262,361776.88
0.013265,0.013265,0.013229,0.013229,482903.02
0.013237,0.01324,0.013204,0.013204,627483.83
0.0132,0.0132,0.013163,0.013179,771267.2
0.013179,0.013217,0.013179,0.013215,333854.32
0.013211,0.013214,0.013179,0.013179,217497.48
0.013184,0.013195,0.013184,0.013193,46429.64
0.0132,0.013207,0.013196,0.013196,211693.09
0.013195,0.013214,0.013195,0.013203,170280.0
0.013198,0.013203,0.013183,0.013183,221150.14
0.013185,0.01319,0.013175,0.013183,457765.07
0.013184,0.013188,0.013177,0.013178,336720.62
0.013178,0.013196,0.013173,0.013196,442292.65
0.013196,0.013213,0.013196,0.013208,648387.8
0.013214,0.013223,0.013208,0.013218,216637.09
0.013213,0.013214,0.013198,0.01321,362424.52
0.013211,0.013232,0.013211,0.013226,262731.72
0.013223,0.013226,0.013198,0.013198,407703.84
0.013205,0.013226,0.013201,0.013226,421660.73
0.013214,0.013214,0.013199,0.013205,224740.88
0.013205,0.013212,0.013201,0.013202,318010.35
0.013208,0.013215,0.013204,0.013204,174665.13
0.013206,0.013212,0.013177,0.01318,677320.47
0.013181,0.013194,0.013181,0.013194,249971.95
0.01319,0.013197,0.013182,0.013195,431568.33
0.013228,0.013234,0.013219,0.013225,212127.4
0.013224,0.013257,0.013224,0.013228,1509257.2
0.013226,0.013238,0.013226,0.013238,257895.36
0.013246,0.013252,0.013239,0.013252,305731.08
0.013251,0.013274,0.013251,0.013274,155197.27
0.013278,0.01328,0.013255,0.013268,525111.57
0.013265,0.013265,0.01324,0.01324,153180.09
0.013255,0.013267,0.013245,0.013248,1302624.05
0.013251,0.013265,0.013251,0.013257,437653.94
0.013272,0.013272,0.013258,0.013259,799192.92
0.013256,0.013256,0.013242,0.013242,91454.99
0.013244,0.013257,0.013239,0.013257,169065.95
0.013259,0.013268,0.01325,0.013257,221088.66
0.013257,0.0133,0.013257,0.013298,794710.79
0.01329,0.013295,0.013275,0.013275,135433.92
0.013273,0.013281,0.013264,0.013281,370469.18
0.013275,0.013282,0.013261,0.01328,1675470.46
0.013273,0.013296,0.01324,0.013296,1680767.57
0.013289,0.0133,0.013287,0.013293,148737.01
0.013296,0.01331,0.013274,0.013285,800019.54
0.013282,0.013295,0.013267,0.01329,2252605.5
0.01329,0.013291,0.013277,0.013289,144014.94
0.013289,0.013289,0.013259,0.013269,205890.71
0.013269,0.013269,0.013248,0.01325,144078.73
0.013251,0.013253,0.013237,0.013252,107687.15
0.013253,0.013295,0.013253,0.013295,827706.37
0.013295,0.013314,0.013288,0.013299,1908806.86
0.013301,0.013323,0.013301,0.013314,975291.96
0.013322,0.01344,0.013308,0.013387,8858277.04
0.013387,0.013493,0.013372,0.013439,7510509.11
0.013434,0.013439,0.013358,0.01338,2632320.07
0.013379,0.013379,0.013343,0.013345,1075559.72
0.013351,0.013357,0.013338,0.013353,480676.77
0.013352,0.013547,0.013339,0.013499,7689616.76
0.013499,0.0138,0.013478,0.013587,46758458.21
0.0136,0.013663,0.013587,0.013633,7329947.07
0.013633,0.01368,0.013618,0.013627,4632121.71
0.013637,0.013647,0.013525,0.013531,5329180.1
0.013528,0.013669,0.013521,0.01364,7080940.08
0.01363,0.013672,0.0136,0.013637,2766791.06
0.013634,0.013685,0.013598,0.013679,4677402.52
0.013677,0.0137,0.013632,0.013652,2119004.86
0.013649,0.013655,0.01359,0.01362,1674816.77
0.01362,0.013636,0.013575,0.013614,1659258.72
0.013613,0.013649,0.01355,0.01355,2963599.55
0.013557,0.013589,0.013517,0.01358,2116685.6
0.01358,0.013596,0.01356,0.013574,1651667.22
0.013569,0.013602,0.013567,0.013602,2526251.11
0.013591,0.013595,0.013537,0.013554,1102135.03
0.013545,0.0136,0.013515,0.013578,3497671.21
0.013587,0.01362,0.013585,0.013605,1647899.64
0.013599,0.013741,0.013572,0.013697,12246452.47
0.013698,0.013806,0.013662,0.013777,18603226.07
0.013778,0.013816,0.013699,0.013716,11808886.3
0.013709,0.01375,0.013705,0.013705,940238.01
0.013706,0.01375,0.013686,0.013707,4057198.9
0.013698,0.013717,0.01367,0.013708,1964077.03
0.013703,0.01372,0.013663,0.01368,1845982.9
0.013674,0.013741,0.013673,0.013718,1632707.84
0.013722,0.013739,0.01372,0.013735,479712.74
0.013739,0.013739,0.013692,0.01373,1700130.03
0.01373,0.013749,0.013678,0.013684,2506277.21
0.013682,0.013722,0.013663,0.013679,2830247.89
0.013681,0.013728,0.013644,0.01372,5083067.05
0.01372,0.013798,0.013707,0.013793,5421879.88
0.013793,0.013812,0.013763,0.01378,7492843.16
0.013782,0.013787,0.013749,0.013781,2333942.17
0.013777,0.013826,0.013776,0.013823,3453632.06
0.013825,0.013878,0.01381,0.013817,6947464.34
0.013814,0.013957,0.013809,0.013951,7204499.19
0.013948,0.013989,0.013909,0.013911,10813780.75
0.013912,0.013917,0.013848,0.013896,8929552.37
0.013898,0.013986,0.013886,0.013931,5912691.54
0.013931,0.013931,0.013931,0.013931,5912691.54
0.013933,0.013992,0.013903,0.013922,5857260.34
0.013922,0.013922,0.013922,0.013922,5857260.34
0.013915,0.014058,0.013914,0.014045,11605496.05
0.014045,0.014045,0.014045,0.014045,11605496.05
0.014051,0.014064,0.01399,0.014022,11154883.33
0.014022,0.014022,0.014022,0.014022,11154883.33
0.014018,0.014024,0.013952,0.013993,7382486.1
0.013993,0.014233,0.01399,0.014152,19259294.06
0.014151,0.014211,0.014096,0.014108,8690625.76
0.014108,0.014108,0.014108,0.014108,8690625.76
0.014109,0.014204,0.014105,0.014136,7935475.94
0.014117,0.014117,0.014115,0.014116,88388.05
0.014117,0.014159,0.014078,0.014107,7754111.91
0.014107,0.014107,0.014107,0.014107,7754111.91
0.014107,0.014171,0.014042,0.014068,6664312.32
0.014068,0.014068,0.014068,0.014068,6664312.32
0.014069,0.014097,0.01397,0.014013,10015911.91
0.014015,0.014038,0.013987,0.013995,4321126.23
0.013995,0.013995,0.013995,0.013995,4321126.23
0.014,0.014078,0.013995,0.014003,4392703.22
0.014006,0.014072,0.013989,0.014062,5263694.89
0.014062,0.014062,0.014062,0.014062,5263694.89
0.014056,0.014099,0.014053,0.01408,5138576.27
0.01408,0.01408,0.01408,0.01408,5138576.27
0.014073,0.014157,0.014071,0.014086,5674995.55
0.014086,0.014086,0.014086,0.014086,5674995.55
0.014093,0.0141,0.013972,0.013972,7960027.31
0.013975,0.013975,0.013973,0.013973,39992.04
0.013975,0.014,0.013884,0.013919,8914994.08
0.013912,0.013965,0.013903,0.013928,4006183.87
0.013918,0.013926,0.013828,0.013868,9790830.07
0.013861,0.013913,0.01386,0.01387,4151659.86
0.01387,0.01387,0.01387,0.01387,4151659.86
0.013872,0.013908,0.013858,0.01388,3584653.25
0.013866,0.013883,0.013853,0.013876,3084831.28
0.013876,0.013876,0.013876,0.013876,3084831.28
0.013877,0.013877,0.01382,0.013829,3395258.51
0.013829,0.013829,0.013829,0.013829,4240.61
0.013829,0.013872,0.013805,0.01382,3065469.81
0.01382,0.013868,0.013786,0.013791,6321201.36
0.01379,0.01379,0.01379,0.01379,797.62
0.01379,0.013822,0.013756,0.013807,2341878.03
0.013807,0.013841,0.013807,0.01381,911187.9
0.01381,0.01381,0.01381,0.01381,911187.9
0.013803,0.013807,0.013742,0.013771,3523032.93
0.013767,0.013772,0.013724,0.013765,3813219.62
0.013758,0.0138,0.013749,0.0138,3747624.13
0.0138,0.0138,0.0138,0.0138,3747624.13
0.01379,0.013807,0.013768,0.013786,900334.75
0.013784,0.013809,0.013784,0.013808,1338819.3
